2.444529254545454444e-01,3.361216320574162419e-01,3.074709304075233796e-01,3.344939057239056934e-01,3.366046993006995836e-01,3.203540123966939213e-01,3.322508772727273962e-01,3.487523090909092072e-01,2.467129896969699199e-01,3.993653941031940491e-01,2.638271363636364719e-01,2.637880956228956797e-01,2.613684679425837265e-01,2.588464701298703319e-01,3.514909523809526259e-01,3.170672139037431503e-01,3.135725050505052680e-01,3.379308133971293815e-01,3.420758969696972018e-01,3.610541121212124116e-01,2.989549138755980828e-01,3.392854619164616947e-01,4.265090606060606970e-01,2.804403681818181671e-01,3.538049837662340380e-01,4.008459727272726258e-01,3.787986919191917434e-01,3.608919712918661760e-01,2.616549584766584835e-01,3.618949999999999667e-01,3.478290345454542742e-01,3.510463779614326763e-01,3.646612579545456811e-01,3.099342532659931093e-01,3.154906078321679797e-01,3.554114553030299217e-01,4.433276679841899326e-01,2.839055136363635712e-01,3.504337409090910738e-01,3.534701136363635476e-01,2.887482167832168267e-01,4.063545944055943493e-01,2.886183699788585355e-01,3.579126047619046180e-01,2.911058551617874968e-01,3.176214943181819295e-01,3.444153821263485349e-01,3.612430404040405385e-01,2.610647129870128924e-01,3.561027630402385791e-01,3.530727294117647075e-01,3.891018815426995903e-01,3.515202167832171543e-01,3.398773977272723235e-01,4.276774969696970907e-01,3.044292338842974899e-01,4.377987525252525214e-01,3.063923668831166625e-01,3.935134227272727991e-01,5.055714562937058121e-01,3.502274111570250481e-01,3.128626205533597271e-01,3.462396727272729624e-01,2.706241581027669096e-01,2.900200738636363185e-01,3.799696368181817441e-01,3.468567373737375670e-01,3.935307219251332755e-01,2.724159772727272055e-01
3.361216320574162419e-01,2.351688879224378970e-01,4.161702758620690057e-01,2.554965048732945054e-01,3.493412085020239366e-01,3.366104868421055940e-01,3.796686205741628961e-01,2.369629196491228329e-01,3.511611614035084483e-01,3.033845015647224641e-01,3.042173958646615106e-01,2.738501215724494231e-01,3.469230562326870992e-01,2.854929761904759777e-01,3.406322731829574124e-01,2.478834582043343560e-01,2.295560818713449081e-01,4.047521634349028896e-01,2.958911964912282477e-01,3.752189105263156743e-01,2.733022587257618596e-01,3.514354537695588698e-01,3.196386055555557881e-01,3.762359447368419652e-01,3.511159360902257887e-01,3.628553184210523974e-01,4.661640087719292058e-01,4.334617691597412170e-01,2.969163301564723967e-01,2.541271824561405213e-01,4.237173210526315459e-01,2.647354167464118224e-01,2.930317607456137674e-01,3.943067391812867251e-01,3.380706234817816291e-01,4.147192964912285174e-01,5.192656636155603689e-01,2.534033799999999004e-01,2.707325842105263169e-01,4.019904131578946882e-01,3.212115991902833589e-01,2.676376842105265830e-01,2.618262651162787669e-01,4.115835614035086576e-01,2.803762123104366344e-01,2.403316424342104018e-01,3.207649776984836110e-01,3.937571539961013944e-01,3.002318279135335888e-01,2.926154607420187181e-01,4.778047523219811077e-01,3.051622711323768167e-01,2.605173925775975952e-01,4.230567289473677883e-01,4.649820000000002840e-01,4.090083702392340315e-01,5.026372485380112831e-01,3.373249699248120348e-01,4.760838710526319462e-01,5.721938633603237401e-01,4.080545562200956766e-01,3.841779489702517592e-01,3.767115052631578309e-01,3.242809267734554912e-01,2.665481184210524157e-01,3.062836881578949733e-01,4.420777105263157813e-01,2.946302043343651533e-01,2.859783447368420828e-01
3.074709304075233796e-01,4.161702758620690057e-01,1.449955198573128490e-01,3.678182873563211053e-01,2.342824323607425319e-01,2.343048220219433875e-01,2.247556947492162782e-01,4.346286965517243694e-01,2.815411747126437825e-01,4.406886713886302709e-01,2.683558768472905642e-01,2.705848254150702847e-01,2.483987740471869932e-01,2.912126379310344126e-01,2.774871395730705292e-01,3.369575675456392139e-01,3.709833974457213968e-01,2.138552593466425122e-01,3.947266747126434994e-01,3.016987459770115176e-01,2.959926239564431016e-01,2.523505179869527382e-01,5.418732739463595349e-01,1.468685412068965190e-01,3.527154532019704525e-01,3.377031275862065751e-01,1.920858021072798516e-01,2.023497763460374299e-01,2.485443186393291315e-01,4.439886919540229071e-01,1.842519015862070231e-01,4.118090578892368847e-01,5.209838283045972185e-01,1.546001444699877381e-01,2.402330194694957399e-01,1.913248736206896727e-01,2.687888161919040342e-01,3.045441825862070240e-01,3.979930500000003479e-01,1.961605198275861717e-01,2.030485494694959092e-01,4.959323275862071445e-01,3.026590807538085404e-01,2.248172481116588184e-01,2.962132555815318868e-01,3.772735431034484055e-01,3.446172419053179503e-01,2.838671455938699406e-01,2.271958036945808945e-01,3.655302719050307902e-01,2.027190862068967148e-01,4.394814764890281888e-01,3.690841945181256301e-01,1.985664874137930691e-01,2.814483540229886227e-01,1.882927163009403826e-01,2.583015074712644021e-01,2.285203399014779646e-01,2.006542244827585475e-01,3.404568249336862862e-01,2.208838141065832816e-01,2.325750983508246550e-01,2.760957547126439149e-01,2.195461352323838100e-01,2.836701896551724333e-01,4.758942748275862833e-01,1.571342875478927426e-01,4.761155720081136633e-01,2.671226275862069177e-01
3.344939057239056934e-01,2.554965048732945054e-01,3.678182873563211053e-01,1.799833262002743794e-01,2.812327307692308320e-01,2.820165669191922464e-01,3.384268274410776045e-01,2.657366641975308363e-01,3.283833024691358293e-01,2.925457607607613308e-01,2.732204772486771516e-01,2.302452473708274938e-01,2.980323957115011413e-01,2.467407723104056427e-01,2.819465156966492470e-01,2.227425272331152173e-01,2.233890493827160040e-01,3.475035438596489890e-01,2.668846913580245062e-01,3.049136728395062668e-01,2.242784711500973860e-01,2.891470450450452923e-01,3.378788045267489548e-01,3.193326018518520826e-01,3.264373068783065768e-01,2.690646314814814644e-01,4.015744629629628970e-01,3.681066837556856153e-01,2.607622380380381633e-01,2.732721851851854233e-01,3.705733125925932958e-01,2.624493218855220023e-01,3.441443626543212453e-01,3.291709990123458107e-01,2.868840222222218683e-01,3.512057632716050759e-01,4.577625297906597890e-01,2.319665501851852774e-01,2.476478988888890231e-01,3.360736240740738734e-01,2.565024834757832495e-01,2.895592378917377641e-01,2.167300288544357356e-01,3.547937901234564650e-01,2.610260709353416364e-01,2.014778655092592519e-01,3.058386603892027100e-01,3.622191138545949318e-01,2.559566405423282509e-01,2.433382497267758127e-01,4.338636339869282321e-01,2.751670381593717685e-01,2.046638510921178766e-01,3.757535038271602734e-01,3.966316987654319726e-01,3.667969865319865574e-01,4.350745781893007313e-01,2.900341494708995604e-01,4.093760703703706594e-01,5.099537528490024618e-01,3.382958030303024888e-01,3.442569291465381598e-01,3.429959543209877282e-01,2.737690225442834246e-01,2.264468444444445172e-01,3.152007512962963776e-01,3.756327777777775934e-01,2.818488714596951161e-01,2.624679037037034313e-01
3.366046993006995836e-01,3.493412085020239366e-01,2.342824323607425319e-01,2.812327307692308320e-01,7.431662715976324052e-02,1.553222775349650531e-01,2.235715804195806955e-01,3.708375076923077773e-01,3.159223076923076134e-01,3.564666349272343493e-01,2.569869340659340362e-01,2.215156545109208674e-01,2.541727206477732981e-01,2.796810402930404726e-01,1.584789710622709902e-01,2.492988710407242348e-01,3.102135868945868902e-01,1.866878004048585227e-01,3.399059435897437420e-01,2.514511243589744316e-01,2.345533198380567452e-01,1.532620559251560433e-01,4.840498782051281812e-01,1.905565038461539407e-01,3.102255315934067115e-01,2.060500211538463244e-01,2.392800876068376104e-01,2.198216667341431063e-01,2.442886153846153541e-01,3.507231717948717797e-01,2.154761976923077749e-01,3.371407226107229205e-01,4.929844326923077391e-01,1.879992570940175467e-01,1.975149714792895639e-01,1.702030785897432619e-01,3.003055434782608835e-01,2.606891884615386012e-01,3.197637611538461377e-01,1.613841382692307591e-01,1.485731535502959610e-01,4.080444497041422758e-01,2.443068650268335751e-01,2.277513333333331114e-01,2.375485593220333091e-01,3.104913221153846048e-01,2.914671475880047935e-01,2.491783689458690332e-01,2.113164244505492950e-01,2.616988283732662457e-01,2.869551923076923972e-01,3.527176724941721853e-01,2.338701883629188405e-01,2.492762029487182174e-01,2.562809564102563886e-01,2.549935314685315979e-01,2.580364358974359118e-01,1.888711681318681057e-01,2.394428673076922920e-01,3.540332337278102037e-01,2.134685402097903917e-01,2.493298595317725297e-01,2.457637128205128196e-01,2.136302976588627944e-01,2.081387980769231483e-01,4.257491230769231416e-01,2.139152307692306909e-01,3.961234004524885055e-01,2.199274980769232168e-01
3.203540123966939213e-01,3.366104868421055940e-01,2.343048220219433875e-01,2.820165669191922464e-01,1.553222775349650531e-01,1.309202080888431652e-01,2.137193606404959589e-01,3.427668999999999300e-01,3.065074075757577843e-01,3.415425383906636192e-01,2.572173311688308872e-01,2.292763982323235417e-01,2.578981770334930479e-01,2.814972029220776939e-01,1.835813467532466936e-01,2.299404665775402756e-01,2.879522542087546988e-01,2.387740598086124377e-01,3.307003477272728031e-01,2.712921030303033776e-01,2.261116881578947024e-01,1.964745319410322044e-01,4.681971464646458858e-01,1.825664436363635124e-01,3.150442775974028886e-01,2.364686761363635759e-01,2.728216035353533964e-01,2.456814023524719892e-01,2.315509014127766774e-01,3.298654515151513977e-01,2.100758796818187057e-01,3.262974264462804586e-01,4.685097632575755400e-01,1.979101301010104952e-01,1.768807615384615783e-01,1.817001024621213157e-01,3.352319999999994748e-01,2.391189034090913657e-01,3.052785842045457887e-01,1.672675670454546737e-01,1.552423642482519128e-01,3.867711625874132308e-01,2.495572613636366510e-01,2.466244716450220198e-01,2.123867745377504557e-01,3.161227073863634995e-01,2.589038541987671582e-01,2.417451341750835869e-01,1.988527420048704364e-01,2.645206615871834588e-01,3.159770949197864276e-01,3.357570743801654434e-01,2.412939865967366759e-01,2.512444944318182327e-01,2.839117034848482324e-01,2.557905299586777370e-01,3.013950343434341761e-01,1.868237859577922544e-01,2.670877556818180842e-01,3.825976634615378957e-01,2.438415871384296552e-01,2.529509501976285324e-01,2.358713581060606357e-01,2.205441107707510340e-01,2.143333265625002038e-01,4.141619886363636649e-01,2.400296957070705839e-01,3.763465294117647741e-01,1.861755823863637804e-01
3.322508772727273962e-01,3.796686205741628961e-01,2.247556947492162782e-01,3.384268274410776045e-01,2.235715804195806955e-01,2.137193606404959589e-01,2.281739075826444418e-01,3.886979919696970098e-01,3.218112671212128295e-01,3.959897730958231721e-01,2.910385925324681100e-01,2.722268648148145065e-01,2.849438289473683605e-01,3.064592111471857172e-01,2.558704534632034733e-01,2.925873221925137102e-01,3.301112573232320435e-01,2.595059605263159153e-01,3.684301526515150194e-01,3.040962199242420727e-01,2.834924294258370780e-01,2.524362168304667975e-01,4.994216666666662641e-01,2.022665005681817396e-01,3.407277694805196933e-01,3.072401420454542453e-01,2.519279353535350263e-01,2.470473890350883828e-01,2.614756335995084280e-01,3.837495725757579246e-01,2.167326585454545096e-01,3.735225250688708476e-01,4.841605346590907577e-01,2.123590781313137443e-01,2.292096535664342738e-01,2.069093580492423756e-01,3.061587616600790485e-01,2.851544769318183348e-01,3.612684536363636179e-01,2.007102585227273361e-01,2.145046210664334763e-01,4.333998189685314140e-01,2.933389448202957106e-01,2.542301904761907205e-01,2.634504914869023051e-01,3.565708409090911912e-01,3.100162751540836981e-01,2.788496398989895875e-01,2.370963884740260597e-01,3.263882790983604898e-01,2.826051644385020878e-01,3.889047038567494674e-01,3.261341048951049704e-01,2.464088360227272012e-01,2.938548727272726202e-01,2.616414805785124975e-01,2.875867867424240498e-01,2.350806067370134478e-01,2.457974612499999323e-01,3.595108110576929472e-01,2.550480737086782135e-01,2.730325000000001778e-01,2.665991708333335097e-01,2.561953784584978799e-01,2.721694843750000481e-01,4.432416774999995424e-01,2.288106713383837310e-01,4.313738342245987401e-01,2.406701765909091961e-01
3.487523090909092072e-01,2.369629196491228329e-01,4.346286965517243694e-01,2.657366641975308363e-01,3.708375076923077773e-01,3.427668999999999300e-01,3.886979919696970098e-01,2.004739555555556663e-01,3.678402422222221690e-01,2.993943081081084090e-01,3.100240123809522852e-01,2.860324198353910718e-01,3.665578912280700874e-01,3.034984571428567257e-01,3.521853047619048493e-01,2.434242117647058834e-01,2.250914246913578720e-01,4.279354526315790608e-01,3.084917711111110350e-01,4.018966600000002387e-01,2.809071754385966679e-01,3.646092990990992821e-01,3.215026444444443743e-01,3.893127866666669101e-01,3.656862571428569075e-01,3.817584666666665738e-01,4.907133740740740047e-01,4.566636596491225331e-01,3.062798360360357575e-01,2.506005555555555486e-01,4.412921973333335801e-01,2.673218181818180494e-01,2.956719777777773173e-01,4.145407970370371120e-01,3.428326861538462667e-01,4.304991261111108525e-01,5.454657478260870329e-01,2.495357816666667894e-01,2.691735649999999480e-01,4.159343366666669595e-01,3.344809179487177597e-01,2.673913358974358556e-01,2.743336337984496609e-01,4.271314825396828607e-01,2.754634180790960785e-01,2.608962666666668762e-01,3.076359118644069746e-01,3.963953037037036831e-01,3.119426929761902056e-01,3.019337005464483026e-01,5.019849921568626527e-01,3.110900040404039335e-01,2.701490461538461063e-01,4.373772781111113228e-01,4.871253111111111811e-01,4.234320848484849908e-01,5.315544222222219339e-01,3.454665261904760198e-01,4.993810333333333351e-01,6.004603628205131827e-01,4.317230348484847879e-01,3.949904376811593787e-01,3.765889533333333095e-01,3.359074144927536865e-01,2.720895291666667881e-01,3.128951733333331653e-01,4.649101481481481835e-01,3.063806666666665235e-01,2.776909800000000317e-01
2.467129896969699199e-01,3.511611614035084483e-01,2.815411747126437825e-01,3.283833024691358293e-01,3.159223076923076134e-01,3.065074075757577843e-01,3.218112671212128295e-01,3.678402422222221690e-01,1.921785806666667928e-01,4.135272009009002270e-01,2.189901628571428449e-01,2.381515760493830847e-01,2.122572357894739470e-01,2.362004889682539077e-01,3.373864365079362604e-01,3.216325313725490465e-01,3.295711555555553285e-01,2.963711421052632744e-01,3.359468528888885919e-01,3.415825744444442313e-01,2.898184105263157395e-01,3.144794423423421525e-01,4.539565703703706823e-01,2.524203100000000921e-01,3.433681166666668338e-01,3.935136566666665447e-01,3.487210759259261605e-01,3.321935730994154956e-01,2.525757063063065466e-01,3.959632444444448063e-01,3.301528959999999180e-01,3.667903848484852514e-01,4.206245993055554022e-01,2.822225690123461028e-01,3.081472097435898339e-01,3.364402725000001371e-01,4.173715347826088551e-01,2.756817316666668738e-01,3.630743300000000007e-01,3.389234316666665525e-01,2.611391923076921140e-01,4.477328166666669218e-01,2.700984810077518561e-01,3.332852000000005033e-01,2.855294024293782429e-01,3.213031250000001338e-01,3.469252525423727751e-01,3.518112567901233723e-01,2.489656580357139937e-01,3.536956595628417688e-01,3.151204058823529608e-01,4.023615919191919077e-01,3.416059247863247328e-01,3.136842096111112643e-01,4.065777422222223714e-01,2.574899433333333043e-01,4.074691407407405319e-01,2.859489511904761416e-01,3.656071716666662308e-01,4.843498160256412000e-01,3.237847719696963500e-01,2.726871221739129991e-01,3.418599566666662426e-01,2.279418250724637163e-01,2.639249520833332752e-01,3.983505983333336387e-01,3.159787888888889174e-01,4.109144843137256253e-01,2.591318433333335003e-01
3.993653941031940491e-01,3.033845015647224641e-01,4.406886713886302709e-01,2.925457607607613308e-01,3.564666349272343493e-01,3.415425383906636192e-01,3.959897730958231721e-01,2.993943081081084090e-01,4.135272009009002270e-01,3.107179094229357563e-01,3.622833552123556067e-01,3.333080501501491377e-01,4.161922645803697307e-01,3.328372074646076539e-01,3.499848392535397368e-01,2.767857332273447879e-01,2.748364054054052152e-01,4.439646472261734034e-01,3.092718567567565580e-01,3.803441936936942103e-01,3.234390694167850744e-01,3.707969371804236136e-01,3.458854328828827596e-01,3.951226939189188547e-01,3.657006891891889655e-01,3.473465905405406784e-01,4.883425600600598271e-01,4.567140666666655857e-01,3.478686617969326544e-01,2.777507590990989650e-01,4.257638935135138469e-01,3.080193055692064252e-01,3.454776661036034202e-01,4.153705015015005664e-01,3.479358530977126884e-01,4.185682838963959429e-01,5.356319424206816837e-01,3.128215948648647715e-01,3.042759554054050852e-01,4.039522022972969473e-01,3.450746633056130386e-01,2.808517860706864488e-01,3.145342213702072010e-01,4.312494633204634331e-01,3.014246885020608335e-01,3.009675439189191115e-01,3.216946397617952980e-01,3.956067467467470622e-01,3.423991049710419787e-01,2.991447839610105741e-01,4.999739613672491978e-01,2.971082719082717705e-01,2.880697675675674696e-01,4.469539095945944673e-01,4.688972792792794331e-01,4.435492297297294328e-01,5.038619639639636549e-01,3.605419130308887832e-01,4.908176554054052287e-01,5.685645722453214201e-01,4.263539286855043131e-01,4.197588084606338477e-01,3.789098315315317378e-01,3.636007809635725119e-01,3.032634712837840030e-01,3.305903924324326559e-01,4.630056801801800126e-01,3.288187567567566472e-01,3.069041077027028219e-01
